DaySince2009,TempWeek
202,27.822104690487432
203,27.9383773027598
204,27.908110594405652
205,27.98323570218406
206,28.01660220484956
207,27.931368656457927
208,27.67796231633141
209,27.681447107202196
210,27.72224711709986
211,27.637192751217313
212,27.87645427421215
213,27.923938231895388
214,27.968478921891244
215,28.33050500279047
216,28.387230727826513
217,28.5177004851349
218,28.45525676104953
219,28.581567327661336
220,28.602519653859062
221,28.606741256249425
222,28.580913909623717
223,28.56954835871478
224,28.50158135953994
225,28.575312308086627
226,28.576305103179337
227,28.701304103828917
228,28.654652208070598
229,28.634256707210163
230,28.428080678823576
231,28.438431259348786
232,28.18246001957085
233,28.04601661337179
234,27.898921105372697
235,27.8259971761864
236,27.658307531536213
237,27.736765565716453
238,27.740402396457018
239,27.760488431699557
240,27.942172808563367
241,27.773890502724523
242,27.418835017546915
243,27.39162461844042
244,27.29657945247491
245,27.042716819851357
246,27.068905363786218
247,26.99265656188636
248,27.05745347201976
249,27.305530427965063
250,27.51528743534756
251,27.814200756099247
252,28.157224125403765
253,28.08582850771984
254,28.391268632147693
255,28.455859608583225
256,28.4251589724751
257,28.494833154946598
258,28.348096431542928
259,28.25579577753239
260,28.33809997765932
261,28.235929651119935
262,28.15960939230412
263,28.081811120412578
264,28.241840267501406
265,28.298778287165128
266,28.337567591492274
267,28.309492695949416
268,28.290061036893754
269,28.22416814374137
270,28.262661053355973
271,28.20560835642503
272,28.17404444467592
273,28.281931610059857
274,28.26632926248643
275,28.28115114443674
276,28.244148829288438
277,28.181716422987154
278,28.23977016262591
279,28.168165220340146
280,28.2351173096817
281,28.28218801920811
282,28.367104700859887
283,28.2723749218328
284,28.24451269926306
285,28.16540628470489
286,28.192800250759333
287,28.229250232884294
288,28.24587476642285
289,28.151669850416436
290,28.255264348220532
291,28.284197696432315
292,28.301438383448353
293,28.324510997716853
294,28.23720053244042
295,28.109722900919177
296,28.008697040075184
297,27.997738317884572
298,27.982604666580745
299,27.90827704806759
300,27.92912930120941
301,27.930730010778237
302,28.05254844275701
303,27.932741946837155
304,27.98967592863112
305,28.016009927978615
306,27.953020357224066
307,27.8377150429321
308,27.77606292595939
309,27.68562433813421
310,27.53892917356619
311,27.302079833842466
312,27.19432802168941
313,26.969378634011292
314,26.798859158443303
315,26.594974051362904
316,26.55314169223895
317,26.574238028204444
318,26.585486182014176
319,26.545921519786425
320,26.64727820653283
321,26.645832673059857
322,26.60060828735046
323,26.58084618634423
324,26.590440098714357
325,26.55439510728716
326,26.55386096410832
327,26.521237501205707
328,26.64623080460666
329,26.726060248061497
330,26.9211844325815
331,26.87484491046523
332,26.918388835252042
333,26.884564881697088
334,26.97002741683642
335,27.037004903318017
336,26.981656635022127
337,26.979365663442493
338,26.876509599480723
339,26.60986714511282
340,26.31650745862747
341,25.92404287134767
342,25.386775905711726
343,25.158444669379747
344,24.69093341281923
345,24.365730607773802
346,24.293958250640717
347,24.35685328461088
348,24.302886392341307
349,24.565614221615412
350,24.214777174476986
351,24.134336726396395
352,24.27478573624345
353,24.32807392021597
354,23.785843606131483
355,23.709321567467317
356,23.4852991091701
357,23.583981605006574
358,23.46278630289539
359,23.311480584659854
360,23.43471311181863
361,23.761659680049508
362,24.00699725596993
363,23.93081553472773
364,23.908961274704613
365,23.730549734596877
366,23.60161726653001
367,23.311849353915797
368,23.149553439321526
369,23.00931709169274
370,22.721331646315733
371,22.62258263854876
372,22.589645193223998
373,22.763355926796883
374,22.96891579087987
375,23.014838455003
376,22.89168397955892
377,22.820606161726094
378,22.76719617146531
379,22.53966982834683
380,22.07782103389768
381,21.257220212875563
382,20.72105975106398
383,20.58326492138686
384,20.832254454523675
385,21.12771115061829
386,21.004527212525304
387,20.859828493221226
388,20.973222525326477
389,21.014499071488697
390,21.276922489809756
391,21.202744126967428
392,21.0213438050868
393,21.13779425286763
394,21.412284141417278
395,21.739045830029763
396,22.00658954786469
397,21.934268778534552
398,21.785805081212125
399,21.690812609730383
400,21.21520203803858
401,21.057816244398115
402,20.841361620001603
403,20.740577812413573
404,20.880739470123146
405,20.908650696825962
406,21.12671052648297
407,21.727924270351412
408,22.254266250910575
409,22.514586028664127
410,22.606693358011157
411,22.79844592716842
412,23.03459278677499
413,23.0314958480203
414,22.647025765508356
415,22.137321990200125
416,21.993887256366403
417,21.607547771347157
418,21.061426149152616
419,20.738619187332315
420,20.76573655468281
421,21.108276007410662
422,21.4355482786521
423,21.393239762534755
424,21.855281907743098
425,22.210936071647115
426,22.386283275389157
427,22.48738251758752
428,22.710913696775094
429,22.824321787503255
430,23.072125567097657
431,23.267262292565725
432,23.48663878970035
433,23.631334962799475
434,23.544619735698088
435,23.552981649713676
436,23.629825307823737
437,23.602030735467377
438,23.526607117686105
439,23.597224557470586
440,23.550285472415773
441,23.627408729757562
442,23.85131738618534
443,23.68499256505049
444,23.737136633376252
445,23.72673805661512
446,23.84412446980009
447,24.047099691440355
448,24.1676402769435
449,24.40083701705662
450,24.115647430968824
451,23.556236504712757
452,22.912859532470407
453,22.514763350593817
454,22.249930003974576
455,22.077250945472056
456,21.874497897896198
457,22.31495137674245
458,22.988426533761654
459,23.716215575924586
460,23.934062439564904
461,23.758873886143075
462,23.990253768327303
463,24.127487188742414
464,24.247814135801836
465,24.331615051376044
466,24.25994235587665
467,24.542946807561748
468,24.92362064297267
469,25.145686625972893
470,25.102847377044462
471,24.886371772223562
472,24.78971525571835
473,24.859094412552107
474,24.94064425330839
475,24.998275438542702
476,24.988883560266046
477,25.095516284980505
478,24.922984985089148
479,24.539924754186906
480,24.280910803056525
481,24.253496886422333
482,24.34841679341785
483,24.3865146539725
484,24.526056402576014
485,25.02385471971056
486,25.47696868491347
487,25.83414734267853
488,25.903736653569688
489,25.864320634154634
490,25.962880636314697
491,26.05830228820868
492,26.148694687500175
493,26.444652699343003
494,26.692728855547852
495,26.739210737786717
496,26.774954086310366
497,26.329382074611566
498,26.03216003253045
499,25.668033970158437
500,25.370918452660487
501,24.942413309667852
502,24.728546178911444
503,24.512352725990525
504,24.814064842600853
505,24.69797525168595
506,24.643532375785277
507,24.74004198154603
508,24.91734740567307
509,25.198021918224594
510,25.55743008987348
511,25.658177451971557
512,26.1702017713491
513,26.64976247879305
514,26.91906730330933
515,27.101132286452447
516,27.26534720090669
517,27.305238677333325
518,27.477004563060863
519,27.451526815653175
520,27.387703518446195
521,27.438330280710755
522,27.56221839829238
523,27.609922943789044
524,27.468362133818832
525,27.241089298624384
526,27.16967644775291
527,27.208226710623823
528,27.290891686316787
529,27.24045387420732
530,27.28370507699815
531,27.415932854869975
532,27.64484065466293
533,27.74343864307368
534,27.788252688644846
535,27.922843484908338
536,27.866743611258503
537,27.879479535099676
538,27.89163578799663
539,27.794012674336518
540,27.733271164534376
541,27.619195425725117
542,27.241481071663085
543,27.056991492690784
544,26.859270292876868
545,26.821730359713182
546,26.81478174842544
547,26.926736909995125
548,27.07488315279863
549,27.543199955454615
550,27.780497235040023
551,27.922288067409045
552,27.990202102038317
553,27.983203956316082
554,28.09628137311118
555,27.984234318320656
556,28.04885628688245
557,28.008687754290975
558,28.115935975800227
559,28.19243573900169
560,28.17654961566871
561,28.199064728596934
562,28.256649623108533
563,28.259883167835344
564,28.246347933539113
565,28.327906346413034
566,28.388785520326348
567,28.482059155346445
568,28.47841870782427
569,28.43738853527735
570,28.032691482079112
571,27.91034058437963
572,27.91383847981686
573,27.50311253722184
574,27.118174565116323
575,26.879171977313316
576,26.841802627868084
577,27.246878038494838
578,26.962503583983054
579,26.82374330940669
580,27.217888077388167
581,27.466151422407854
582,27.2395802899657
583,27.21513124622511
584,27.17994227262298
585,27.515005345734835
586,27.47385723063223
587,27.537287058636146
588,27.54967642271921
589,27.800387128139658
590,27.775735762134207
591,27.724756490220127
592,27.79531673642094
593,27.84829910904758
594,27.810251824993216
595,27.80029654927344
596,27.93664137482063
597,28.143004934656016
598,28.195043544013437
599,28.133233677509466
600,28.12119673765002
601,28.19631826561487
602,28.176558555665206
603,28.065048741864594
604,28.025007335645732
605,28.033600233418756
606,28.13108025045292
607,28.173467559823667
608,28.061650258504763
609,28.015205590672767
610,27.985776501015216
611,27.95111794508519
612,28.05237907974387
613,28.1836433073476
614,28.436216904926724
615,28.590604618822816
616,28.759134193635287
617,28.954565802768567
618,29.167882711833588
619,29.117862534210317
620,28.877222027121395
621,28.738662342105396
622,28.72744819245142
623,28.694549516020746
624,28.65755307151226
625,28.644105026737996
626,28.607336284017563
627,28.830554052264702
628,28.880629822344133
629,28.911874516878733
630,28.868454676798002
631,28.878064160273688
632,28.929358445500288
633,28.874673336564108
634,28.785439144248475
635,28.646162294598863
636,28.555100947085872
637,28.602010655418372
638,28.55792384614875
639,28.520487846414778
640,28.316462676130897
641,28.218577539940746
642,28.090507940138096
643,27.80535332338763
644,27.69051857159327
645,27.640315351009708
646,27.595280076147326
647,27.49786095380271
648,27.63620869631813
649,27.798953014784875
650,28.05307573186709
651,27.99531037142603
652,28.035977099125052
653,28.178240298149596
654,28.193881345391805
655,28.289303055014344
656,28.172166400899357
657,28.056803533983068
658,28.075675511954326
659,27.91428729584514
660,27.801395342015468
661,27.46954560434384
662,27.463182702235166
663,27.320508430557833
664,27.428386475272355
665,27.32294218180775
666,27.28028306814745
667,27.325909555070016
668,27.49784843609234
669,27.52630297827733
670,27.556462304486036
671,27.50070221444359
672,27.563431835172512
673,27.52898877981713
674,27.46171419817126
675,27.36642114489047
676,27.264390987570206
677,27.22467505908436
678,27.171545503400687
679,27.01563152928047
680,26.882967236828744
681,26.753004207917765
682,26.68755867533185
683,26.676535799275708
684,26.665719418262512
685,26.40837271526158
686,26.326773695104524
687,26.49269131509002
688,26.32344234793034
689,26.19041492966313
690,26.100670800240792
691,26.028983744129224
692,26.193109428222517
693,26.346369926043447
694,26.27207145539511
695,26.24011701610951
696,26.413227773219376
697,26.548802235877044
698,26.504908587107025
699,26.381431094585952
700,26.12340265724411
701,25.87838182636425
702,25.673421807709524
703,25.586591059842974
704,25.567978963110747
705,25.53583270744981
706,25.1786655655306
707,25.023802027042002
708,24.92468601986854
709,24.915380644610988
710,24.570525738600587
711,24.358128108009296
712,24.552083555291006
713,25.073002129292078
714,24.89779429602121
715,24.809132120574628
716,24.698099792604097
717,24.504056655537045
718,24.172287504886995
719,23.662136093621672
720,23.155562082397797
721,23.376966066226117
722,23.583194704166644
723,23.590573476546467
724,23.476027340730482
725,23.58227196976333
726,23.3995648222408
727,23.693667414026702
728,23.477858965535997
729,22.92850344089296
730,22.741775536877444
731,23.16795931951902
732,23.125059430263455
733,23.393165638878376
734,23.115433385653866
735,22.79860896625565
736,22.893570531530298
737,22.92512169963532
738,22.83748299863155
739,22.73222136378453
740,22.325495140849135
741,21.96899104349853
742,22.172349386291348
743,21.95458770107391
744,21.63024284823848
745,21.08303351517351
746,20.88160525442484
747,21.159393648785638
748,21.288426590760402
749,21.084220596569505
750,21.167003524970077
751,21.585312314855873
752,21.77177007764185
753,21.577065984444758
754,21.4010687080534
755,21.169305536897618
756,21.08461230916801
757,21.216402662386443
758,21.02083966832517
759,20.731711090469826
760,20.669112852392388
761,20.729641103008866
762,20.89372051111055
763,20.858077838038675
764,20.373420565857746
765,20.239481613228925
766,20.515607905000056
767,20.611063200059135
768,20.686143054392023
769,20.994180698682115
770,21.26405770644879
771,21.520930564928914
772,21.617682440644074
773,21.811194381319062
774,21.714184230803465
775,21.681306866173546
776,21.507163931913123
777,21.558994793332833
778,22.03689352077451
779,22.11909135418383
780,21.737630343603552
781,21.376392980130433
782,21.25000116971616
783,20.957799641329647
784,20.28243954889899
785,19.661179695846258
786,19.602660936368938
787,20.05290493049534
788,20.506937448851225
789,20.860107087472215
790,21.12100509538891
791,21.241825349613556
792,21.504232685167054
793,21.74372255942346
794,21.891339780170824
795,21.653571520951367
796,21.612159970706905
797,21.612621768570584
798,21.77183131371948
799,21.61617767428597
800,21.36019841737442
801,21.21660327702168
802,21.64377286123586
803,21.8439143601431
804,21.363077646331654
805,21.24073553095688
806,21.328771589600056
807,21.49391446462278
808,21.318840244252126
809,21.12303368303144
810,21.40631665821244
811,22.007954985319223
812,22.486613814815517
813,22.583970516164666
814,22.357099260641032
815,22.543425639498793
816,22.378482890169813
817,22.11457535906339
818,21.61542420332422
819,21.36727188978119
820,21.462583111965696
821,21.634042689003664
822,20.947981806803412
823,20.736904345678504
824,20.676448023586897
825,20.9072602872612
826,20.883554463383586
827,20.771117737476022
828,20.839460871664826
829,21.217772793242723
830,21.496272085136756
831,21.675986195103047
832,21.78237214333708
833,22.02155891148855
834,22.22158220519622
835,22.56142231558962
836,22.96090913364948
837,23.078186055356674
838,23.054187004348
839,23.03373531944415
840,23.05439862188845
841,23.152954804878355
842,23.187614934651435
843,23.03453010663453
844,23.417802015761907
845,23.78120981356624
846,24.143142342176347
847,24.272079589972403
848,24.370948868436688
849,24.408634364863865
850,24.581839368209675
851,24.74052106635972
852,24.978885530352205
853,25.05978764418468
854,25.322490999125208
855,25.50033202784782
856,25.515917421726073
857,25.63391381279382
858,25.75783198215286
859,25.91303291256468
860,26.019844370301687
861,26.212517363466574
862,26.292081609777757
863,26.509955571062708
864,26.69051176061616
865,26.726825617743643
866,26.69642317507679
867,26.778109555217977
868,26.849255213969553
869,26.78400213544844
870,26.832151309701963
871,26.91201851488913
872,27.075138668289995
873,27.20400582871393
874,27.358133615556795
875,27.424151726469358
876,27.421824503437254
877,27.61385843519953
878,27.53463970617405
879,27.44015925824759
880,27.27294720547089
881,27.36725026653522
882,27.41218891413976
883,27.592321738175354
884,27.632376228824246
885,27.844714348914998
886,28.094570682084488
887,28.21734902403104
888,28.36379064720964
889,28.41373748594473
890,28.54720875829475
891,28.760467318765883
892,28.853136706092705
893,29.022485493401163
894,29.164746647939012
895,29.2737100838924
896,29.350061315602552
897,29.405387636284953
898,29.376941466762926
899,29.383086891743805
900,29.42138077194446
901,29.324650542534503
902,29.32860280285279
903,29.324945298024772
904,29.079948894531054
905,28.838196833824206
906,28.638898099266648
907,28.395502438638637
908,28.279223299028637
909,28.03208467554281
910,28.0179730309898
911,27.712573848708047
912,27.862260720630534
913,27.88908665818684
914,27.954388679223356
915,28.008812117851726
916,28.06498441055445
917,27.998294291188312
918,28.199015805528568
919,28.318856330783795
920,28.254263572049318
921,28.33073388114112
922,28.36985743581143
923,28.47287655592291
924,28.536942774466457
925,28.42263281102307
926,28.43068885109853
927,28.669049025220193
928,28.614276178584877
929,28.857751553809976
930,28.897935778727675
931,28.939535049177845
932,29.03533098061402
933,29.043633396302795
934,29.113720406887627
935,29.00043709746876
936,28.800781521954786
937,28.692331203957952
938,28.69153031926651
939,28.688474227040658
940,28.747577229737768
941,28.80663677784251
942,28.814705811165684
943,28.683196838938976
944,28.550293388372907
945,28.1730305518286
946,28.122602745988626
947,28.00297145720864
948,27.95854356159465
949,27.61574079237006
950,27.93999788954906
951,28.046275783895922
952,28.274827783414374
953,28.443887446759124
954,28.291325897347765
955,28.313147463977213
956,28.429970882342747
957,28.370032706623164
958,28.162362118441443
959,28.06840896325421
960,27.903465112784986
961,27.895945153503444
962,27.641534777650847
963,27.488156662260522
964,27.20730593164462
965,27.149350777588587
966,26.993815407403144
967,26.812295956080966
968,26.47063811923513
969,26.334314312810537
970,26.313222854260623
971,26.468949524400664
972,26.168839306880283
973,26.349401576977094
974,26.481504213844204
975,26.61337321067263
976,26.872368418022784
977,26.8503233535701
978,27.032031857590518
979,27.317148616117368
980,27.382409008211326
981,27.395564040382965
982,27.450722431810608
983,27.47492651411071
984,27.471180650542653
985,27.34805632754048
986,27.29249742774143
987,27.355385691299034
988,27.37851065711569
989,27.200540321713973
990,27.28518757503652
991,27.36677093814833
992,27.46550822471793
993,27.576004896182358
994,27.542742284430865
995,27.554219637230315
996,27.79229760777322
997,27.764143400658426
998,27.84317109810007
999,27.73169640517392
1000,27.77646517136397
1001,27.811266072467912
1002,27.732764908580556
1003,27.761365049775723
1004,27.766017629072515
1005,27.741582713225682
1006,27.837882797062512
1007,27.869701069325263
1008,27.887306199315198
1009,27.855284851877308
1010,27.775617685370246
1011,27.66491025219162
1012,27.416428856199904
1013,27.380446810871504
1014,27.428567256438846
1015,27.349073836251577
1016,27.344009905041656
1017,27.38470040339882
1018,27.626977759339237
1019,27.740187908654924
1020,27.84453861947038
1021,27.832664025343863
1022,27.783625209329383
1023,27.576482581716583
1024,27.448100034471054
1025,27.341283924151096
1026,27.260606837756413
1027,27.19003538514696
1028,27.11349006043574
1029,27.21105330023147
1030,27.33184952419122
1031,27.2222965595897
1032,27.04622090336037
1033,26.915849630807042
1034,26.760025239277088
1035,26.615808687328194
1036,26.51529545862349
1037,26.262489000317192
1038,26.06370763262457
1039,26.123441041193995
1040,25.988775203032876
1041,25.8392651511328
1042,25.88320419195103
1043,25.8532871084898
1044,25.82977732664909
1045,26.069179069018936
1046,25.954044730429242
1047,25.597786127947053
1048,25.256002924940315
1049,25.12285063935598
1050,24.925492193513907
1051,24.750037105767344
1052,24.772596010704397
1053,24.707099349438426
1054,25.0675906382905
1055,25.320431120135453
1056,25.62820228122164
1057,25.616457675917744
1058,25.733700238104067
1059,25.769970503135458
1060,25.871173862990187
1061,25.93761682468785
1062,25.789123197432634
1063,25.704801727731763
1064,25.774029719015445
1065,25.748094137818583
1066,25.720888766171402
1067,25.673873948727202
1068,25.707954842539603
1069,25.76796766058834
1070,25.63070782053142
1071,25.702628559518953
1072,25.819969795604344
1073,25.822139433076362
1074,25.843843955190522
1075,25.631298995030576
1076,25.470845463674596
1077,25.420372511476188
1078,25.149826493247033
1079,24.98486924400185
1080,24.94551494591071
1081,24.59071993603879
1082,24.615218974069144
1083,24.89204741507082
1084,24.80373909611128
1085,24.95834798071284
1086,24.65394114493153
1087,24.452351798117057
1088,24.43092622697778
1089,24.204170399072282
1090,23.85386280927729
1091,23.84364146448142
1092,23.457620647770174
1093,23.594244968541556
1094,23.73521536427429
1095,23.861332869240474
1096,23.97484702977022
1097,23.82340255386518
1098,23.570732845326702
1099,23.350307050173548
1100,22.78455586089502
1101,22.1839413574612
1102,21.89569724411057
1103,21.663445989748073
1104,21.5145317350497
1105,21.650962713854305
1106,21.70476949894534
1107,21.917875442318312
1108,22.386191367202173
1109,22.667271061747325
1110,22.260316528452567
1111,22.13392109307795
1112,22.189110297628964
1113,22.094617286235973
1114,22.18826122252171
1115,22.161032354252022
1116,22.15310963574436
1117,22.67375366380005
1118,22.51258453156593
1119,22.0742510807061
1120,21.78494475249935
1121,21.48261065698095
1122,21.263567841020027
1123,21.342344203101362
1124,21.002589444643693
1125,21.097969385449208
1126,21.25697171480399
1127,21.308023105608335
1128,21.43216194176406
1129,21.591074150148838
1130,21.902171854903145
1131,22.2329602057261
1132,22.308526525934745
1133,22.460052824499563
1134,22.548160970669024
1135,22.65232875101717
1136,22.429032731423103
1137,22.037911298981868
1138,21.998466721020126
1139,22.278279064195388
1140,22.697576412494794
1141,22.789487000535267
1142,22.662268558823673
1143,22.6426986622323
1144,22.56025553956093
1145,22.560062838507204
1146,22.50065306471595
1147,22.322008442452525
1148,22.640967242654757
1149,23.2325478101953
1150,23.502133379006644
1151,23.265299166692895
1152,23.144763000246204
1153,22.80705778437622
1154,22.79283554728488
1155,22.376229041547745
1156,21.856710536432256
1157,21.876904864902887
1158,22.334505251602003
1159,22.42533652724663
1160,22.6426458747309
1161,22.692118469877187
1162,22.90825830552498
1163,23.459400553674584
1164,23.36703261019121
1165,23.179193795751928
1166,22.801834906063885
1167,22.399014490440457
1168,21.728665024012404
1169,21.16556897683204
1170,20.878167249352398
1171,20.975940330655277
1172,21.10961285852405
1173,21.247779044498326
1174,21.488567195070488
1175,22.118640822486977
1176,22.655831347112805
1177,22.97960166180434
1178,22.842028744202874
1179,22.396059524409264
1180,22.30621537067453
1181,22.24310793753828
1182,21.970058814894244
1183,21.853483401504686
1184,21.662433952625484
1185,21.84676212451251
1186,22.566592278129377
1187,22.941341206909453
1188,23.465749163306548
1189,23.905959883221037
1190,24.131335759936402
1191,23.946800021284584
1192,23.891160320358384
1193,23.452166885862514
1194,23.24906025525559
1195,23.064209219605484
1196,22.93881031013249
1197,22.91944256718166
1198,23.149795570162382
1199,23.491585296606033
1200,23.94066065917994
1201,23.96958508281106
1202,23.971201469700677
1203,23.690214572136025
1204,23.34595373640713
1205,23.078280848021464
1206,22.708672816053895
1207,22.480528713945777
1208,22.332639127371266
1209,22.335338539011836
1210,22.386348006355064
1211,22.59295860886345
1212,22.72003842365808
1213,22.801605467094426
1214,22.65968780412018
1215,22.802680126618032
1216,23.152451131901014
1217,23.513429619248242
1218,23.964681493820287
1219,24.40741113564032
1220,24.921729999017547
1221,25.268243133115174
1222,25.45308780909164
1223,25.753943392880966
1224,25.683943904328775
1225,25.565349069845727
1226,25.40382731594736
1227,25.198685741497496
1228,25.148018378317182
1229,25.2879074175588
1230,25.219397574908008
1231,25.181957244027398
1232,25.599941323571194
1233,25.846938997854423
1234,26.261836613127024
1235,26.621164686586024
1236,26.685564261687233
1237,26.694687021465565
1238,26.812900877990273
1239,26.93047231311612
1240,26.999828690112142
1241,27.117464054641655
1242,27.31885891920105
1243,27.431114909496646
1244,27.631410328296283
1245,27.642656680990875
1246,27.64238970401886
1247,27.79036539022721
1248,27.72878564605862
1249,27.56116083326473
1250,27.679308330372205
1251,27.749467564553644
1252,27.898257256027243
1253,28.10853360267161
1254,28.277252597205123
1255,28.31094562886686
1256,28.383574282061264
1257,28.46706394433887
1258,28.390308864508267
1259,28.41574446913447
1260,28.259121596179277
1261,28.14421203722099
1262,27.968287287727872
1263,27.833943998869287
1264,26.962437479008287
1265,26.87301126584858
1266,26.902853915892297
1267,26.82848402854135
1268,26.939002583752696
1269,26.997899846214167
1270,27.26690815652835
1271,28.18299866709722
1272,28.442872793463046
1273,28.583444178405923
1274,28.8502179881213
1275,29.02517765907532
1276,28.823230483499803
1277,28.579667853573728
1278,28.43152875820239
1279,28.131433923142854
1280,27.829136802695146
1281,27.7284927180358
1282,27.67691782755011
1283,27.863494447880544
1284,27.96662865590931
1285,28.03653864105147
1286,28.277620428118258
1287,28.45693367648282
1288,28.54048115670392
1289,28.550966444315062
1290,28.60537703233956
1291,28.48468499547312
1292,28.579914237432327
1293,28.63365393491126
1294,28.756115899252432
1295,28.652272844458842
1296,28.73202248177694
1297,28.627463168984466
1298,28.457156788245978
1299,28.219556250529013
1300,28.131258826381664
1301,28.04631084843004
1302,27.779140800820727
1303,27.40640751255961
1304,27.37340657847286
1305,27.350493122448945
1306,27.357875676393146
1307,27.179706854541
1308,27.028300407555466
1309,27.10367487495514
1310,27.35699132548
1311,27.405105738292466
1312,27.67810932993088
1313,27.696262164854286
1314,28.00795079445046
1315,28.04948063526634
1316,28.031718057055397
1317,28.09280092666353
1318,28.1166722672253
1319,28.074410597873182
1320,27.796718401960916
1321,27.381939447434053
1322,27.31579606064229
1323,27.32188881613494
1324,27.348766736802762
1325,27.259294620370387
1326,27.312334994729873
1327,27.574033723567645
1328,27.74553233787577
1329,27.803000169793748
1330,27.670199575564034
1331,27.608210234768233
1332,27.227392240705875
1333,27.15390072512061
1334,27.039323803080375
1335,27.130284820195982
1336,27.07988009398653
1337,26.95230710520421
1338,27.11945040350607
1339,27.49251440846376
1340,27.6619150316388
1341,27.70346984321055
1342,27.776941269969644
1343,28.02483408032156
1344,27.91591756963187
1345,27.81506325235202
1346,27.756261056744798
1347,27.88072375482953
1348,27.724765755103345
1349,27.83595536910529
1350,27.88481314056913
1351,27.958509117175605
1352,27.911248207582407
1353,27.85022792473396
1354,27.861302124289328
1355,27.646564408835665
1356,27.638392355898752
1357,27.73079450397904
1358,27.687263259144473
1359,27.64012585894948
1360,27.65553083398768
